timestamp,open,high,low,close,volume
2026-03-30 09:15:00,51527.9,51530.14,51483.18,51493.48,18967.0
2026-03-30 09:20:00,51493.48,51495.01,51431.9,51433.67,18967.0
2026-03-30 09:25:00,51433.67,51442.37,51399.38,51405.28,18967.0
2026-03-30 09:30:00,51405.28,51417.12,51392.28,51403.9,18967.0
2026-03-30 09:35:00,51403.9,51416.28,51392.8,51395.63,18967.0
2026-03-30 09:40:00,51395.63,51397.48,51361.67,51376.03,18967.0
2026-03-30 09:45:00,51376.03,51379.49,51351.61,51359.51,18967.0
2026-03-30 09:50:00,51359.51,51364.12,51331.82,51332.86,18967.0
2026-03-30 09:55:00,51332.86,51340.13,51318.37,51319.95,18967.0
2026-03-30 10:00:00,51319.95,51322.28,51307.19,51315.51,18967.0
2026-03-30 10:05:00,51315.51,51322.2,51261.05,51274.71,18967.0
2026-03-30 10:10:00,51274.71,51280.29,51250.82,51263.4,18967.0
2026-03-30 10:15:00,51263.4,51265.25,51261.61,51261.63,18967.0
2026-03-30 10:20:00,51261.63,51269.76,51229.49,51239.15,18967.0
2026-03-30 10:25:00,51239.15,51240.0,51230.79,51233.74,18967.0
2026-03-30 10:30:00,51233.74,51260.68,51231.17,51260.25,18967.0
2026-03-30 10:35:00,51260.25,51267.02,51241.66,51241.69,18967.0
2026-03-30 10:40:00,51241.69,51246.39,51218.26,51230.71,18967.0
2026-03-30 10:45:00,51230.71,51233.61,51200.07,51202.44,10537.0
2026-03-30 10:50:00,51202.44,51213.97,51168.35,51188.33,10537.0
2026-03-30 10:55:00,51188.33,51191.28,51177.7,51178.42,10537.0
2026-03-30 11:00:00,51178.42,51182.33,51162.49,51164.34,10537.0
2026-03-30 11:05:00,51164.34,51164.8,51123.19,51131.75,10537.0
2026-03-30 11:10:00,51131.75,51132.41,51112.42,51118.1,10537.0
2026-03-30 11:15:00,51118.1,51130.98,51116.45,51123.46,10537.0
2026-03-30 11:20:00,51123.46,51127.46,51109.34,51112.96,10537.0
2026-03-30 11:25:00,51112.96,51117.9,51109.49,51110.13,10537.0
2026-03-30 11:30:00,51110.13,51110.23,51085.12,51088.77,10537.0
2026-03-30 11:35:00,51088.77,51090.81,51068.53,51082.48,10537.0
2026-03-30 11:40:00,51082.48,51085.76,51062.75,51068.78,10537.0
2026-03-30 11:45:00,51068.78,51071.04,51034.43,51036.3,10537.0
2026-03-30 11:50:00,51036.3,51043.8,51018.04,51023.45,10537.0
2026-03-30 11:55:00,51023.45,51035.17,50989.35,50990.57,10537.0
2026-03-30 12:00:00,50990.57,50994.25,50956.17,50963.51,10537.0
2026-03-30 12:05:00,50963.51,50964.84,50945.45,50949.18,10537.0
2026-03-30 12:10:00,50949.18,50949.25,50934.09,50936.42,10537.0
2026-03-30 12:15:00,50936.42,50950.19,50898.35,50900.95,10537.0
2026-03-30 12:20:00,50900.95,50903.07,50896.19,50900.06,10537.0
2026-03-30 12:25:00,50900.06,50906.49,50886.95,50891.4,10537.0
2026-03-30 12:30:00,50891.4,50895.03,50860.36,50863.09,10537.0
2026-03-30 12:35:00,50863.09,50880.93,50817.0,50822.44,10537.0
2026-03-30 12:40:00,50822.44,50825.61,50803.18,50803.66,10537.0
2026-03-30 12:45:00,50803.66,50806.67,50778.38,50780.38,10537.0
2026-03-30 12:50:00,50780.38,50790.13,50747.37,50765.81,10537.0
2026-03-30 12:55:00,50765.81,50783.94,50740.17,50743.94,10537.0
2026-03-30 13:00:00,50743.94,50752.28,50685.39,50697.28,10537.0
2026-03-30 13:05:00,50697.28,50720.13,50671.98,50676.31,10537.0
2026-03-30 13:10:00,50676.31,50678.17,50648.54,50656.82,10537.0
2026-03-30 13:15:00,50656.82,50664.31,50644.41,50651.78,10537.0
2026-03-30 13:20:00,50651.78,50652.62,50621.35,50626.11,10537.0
2026-03-30 13:25:00,50626.11,50640.75,50604.43,50637.0,10537.0
2026-03-30 13:30:00,50637.0,50643.51,50583.68,50592.23,10537.0
2026-03-30 13:35:00,50592.23,50599.7,50588.15,50597.75,10537.0
2026-03-30 13:40:00,50597.75,50603.81,50564.86,50578.99,10537.0
2026-03-30 13:45:00,50578.99,50579.33,50572.62,50576.87,10537.0
2026-03-30 13:50:00,50576.87,50590.97,50558.55,50562.21,10537.0
2026-03-30 13:55:00,50562.21,50566.05,50548.51,50563.59,10537.0
2026-03-30 14:00:00,50563.59,50581.76,50534.33,50540.75,10537.0
2026-03-30 14:05:00,50540.75,50540.79,50498.52,50507.47,10537.0
2026-03-30 14:10:00,50507.47,50524.01,50503.52,50513.57,10537.0
2026-03-30 14:15:00,50513.57,50527.77,50491.65,50494.83,10537.0
2026-03-30 14:20:00,50494.83,50496.93,50481.25,50481.32,10537.0
2026-03-30 14:25:00,50481.32,50494.84,50471.02,50482.91,10537.0
2026-03-30 14:30:00,50482.91,50487.55,50444.53,50448.36,10537.0
2026-03-30 14:35:00,50448.36,50460.24,50431.15,50440.11,15806.0
2026-03-30 14:40:00,50440.11,50451.01,50410.2,50412.84,15806.0
2026-03-30 14:45:00,50412.84,50423.88,50393.05,50393.65,15806.0
2026-03-30 14:50:00,50393.65,50407.64,50371.07,50377.85,15806.0
2026-03-30 14:55:00,50377.85,50382.33,50332.66,50337.97,15806.0
2026-03-30 15:00:00,50337.97,50338.16,50301.89,50313.61,15806.0
2026-03-30 15:05:00,50313.61,50325.82,50296.93,50324.57,15806.0
2026-03-30 15:10:00,50324.57,50328.32,50321.19,50321.63,15806.0
2026-03-30 15:15:00,50321.63,50329.8,50295.94,50297.54,15806.0
2026-03-30 15:20:00,50297.54,50299.13,50267.06,50275.35,15806.0
2026-03-30 15:25:00,50275.35,50277.13,50267.48,50275.35,15806.0
2026-04-01 09:15:00,51433.9,51436.94,51421.49,51426.64,18967.0
2026-04-01 09:20:00,51426.64,51443.02,51425.75,51439.65,18967.0
2026-04-01 09:25:00,51439.65,51441.76,51436.08,51438.96,18967.0
2026-04-01 09:30:00,51438.96,51446.37,51428.93,51431.17,18967.0
2026-04-01 09:35:00,51431.17,51449.53,51429.76,51440.32,18967.0
2026-04-01 09:40:00,51440.32,51444.52,51437.03,51437.89,18967.0
2026-04-01 09:45:00,51437.89,51453.51,51433.31,51444.82,18967.0
2026-04-01 09:50:00,51444.82,51447.74,51442.15,51442.28,18967.0
2026-04-01 09:55:00,51442.28,51442.49,51434.78,51441.84,18967.0
2026-04-01 10:00:00,51441.84,51450.54,51439.34,51446.35,18967.0
2026-04-01 10:05:00,51446.35,51458.06,51446.14,51448.98,18967.0
2026-04-01 10:10:00,51448.98,51450.09,51423.7,51431.17,18967.0
2026-04-01 10:15:00,51431.17,51432.97,51418.25,51421.44,18967.0
2026-04-01 10:20:00,51421.44,51431.2,51420.0,51430.18,18967.0
2026-04-01 10:25:00,51430.18,51432.82,51426.28,51429.31,18967.0
2026-04-01 10:30:00,51429.31,51430.68,51421.29,51424.97,18967.0
2026-04-01 10:35:00,51424.97,51426.2,51407.92,51413.25,18967.0
2026-04-01 10:40:00,51413.25,51415.91,51394.88,51404.24,18967.0
2026-04-01 10:45:00,51404.24,51406.58,51386.85,51386.99,10537.0
2026-04-01 10:50:00,51386.99,51390.21,51386.0,51387.21,10537.0
2026-04-01 10:55:00,51387.21,51394.98,51380.57,51383.01,10537.0
2026-04-01 11:00:00,51383.01,51387.88,51375.02,51375.62,10537.0
2026-04-01 11:05:00,51375.62,51380.85,51372.74,51376.42,10537.0
2026-04-01 11:10:00,51376.42,51391.66,51367.31,51381.08,10537.0
2026-04-01 11:15:00,51381.08,51402.43,51377.62,51401.11,10537.0
2026-04-01 11:20:00,51401.11,51401.81,51387.8,51388.59,10537.0
2026-04-01 11:25:00,51388.59,51403.16,51387.71,51400.19,10537.0
2026-04-01 11:30:00,51400.19,51412.61,51398.38,51409.9,10537.0
2026-04-01 11:35:00,51409.9,51412.96,51397.4,51403.79,10537.0
2026-04-01 11:40:00,51403.79,51407.25,51401.18,51406.6,10537.0
2026-04-01 11:45:00,51406.6,51408.9,51399.82,51403.47,10537.0
2026-04-01 11:50:00,51403.47,51407.63,51401.1,51406.18,10537.0
2026-04-01 11:55:00,51406.18,51424.4,51400.12,51420.66,10537.0
2026-04-01 12:00:00,51420.66,51430.76,51416.36,51426.74,10537.0
2026-04-01 12:05:00,51426.74,51436.65,51422.54,51431.83,10537.0
2026-04-01 12:10:00,51431.83,51434.0,51423.64,51428.42,10537.0
2026-04-01 12:15:00,51428.42,51432.35,51414.16,51415.71,10537.0
2026-04-01 12:20:00,51415.71,51416.27,51410.96,51414.74,10537.0
2026-04-01 12:25:00,51414.74,51426.96,51413.02,51426.45,10537.0
2026-04-01 12:30:00,51426.45,51428.86,51409.55,51413.46,10537.0
2026-04-01 12:35:00,51413.46,51416.44,51404.81,51405.08,10537.0
2026-04-01 12:40:00,51405.08,51412.25,51393.93,51407.53,10537.0
2026-04-01 12:45:00,51407.53,51408.42,51397.31,51400.02,10537.0
2026-04-01 12:50:00,51400.02,51401.19,51385.82,51394.52,10537.0
2026-04-01 12:55:00,51394.52,51396.09,51382.65,51392.55,10537.0
2026-04-01 13:00:00,51392.55,51398.66,51377.45,51382.3,10537.0
2026-04-01 13:05:00,51382.3,51387.9,51371.75,51375.97,10537.0
2026-04-01 13:10:00,51375.97,51388.96,51370.92,51384.94,10537.0
2026-04-01 13:15:00,51384.94,51386.5,51371.96,51375.73,10537.0
2026-04-01 13:20:00,51375.73,51376.18,51362.23,51364.39,10537.0
2026-04-01 13:25:00,51364.39,51372.33,51352.32,51362.27,10537.0
2026-04-01 13:30:00,51362.27,51373.57,51359.77,51372.56,10537.0
2026-04-01 13:35:00,51372.56,51376.73,51369.46,51374.26,10537.0
2026-04-01 13:40:00,51374.26,51379.5,51372.44,51373.66,10537.0
2026-04-01 13:45:00,51373.66,51379.32,51371.43,51377.8,10537.0
2026-04-01 13:50:00,51377.8,51383.86,51364.96,51365.96,10537.0
2026-04-01 13:55:00,51365.96,51377.43,51362.92,51374.96,10537.0
2026-04-01 14:00:00,51374.96,51391.36,51371.57,51382.72,10537.0
2026-04-01 14:05:00,51382.72,51387.11,51382.28,51383.19,10537.0
2026-04-01 14:10:00,51383.19,51398.67,51376.51,51396.53,10537.0
2026-04-01 14:15:00,51396.53,51398.74,51387.97,51390.19,10537.0
2026-04-01 14:20:00,51390.19,51409.88,51388.87,51404.75,10537.0
2026-04-01 14:25:00,51404.75,51415.44,51403.46,51409.79,10537.0
2026-04-01 14:30:00,51409.79,51415.48,51403.84,51410.32,10537.0
2026-04-01 14:35:00,51410.32,51420.9,51407.37,51413.97,15806.0
2026-04-01 14:40:00,51413.97,51422.17,51405.72,51416.87,15806.0
2026-04-01 14:45:00,51416.87,51435.49,51411.68,51431.73,15806.0
2026-04-01 14:50:00,51431.73,51434.32,51419.38,51424.54,15806.0
2026-04-01 14:55:00,51424.54,51428.33,51419.89,51421.76,15806.0
2026-04-01 15:00:00,51421.76,51436.86,51420.03,51436.38,15806.0
2026-04-01 15:05:00,51436.38,51437.82,51428.41,51434.13,15806.0
2026-04-01 15:10:00,51434.13,51452.79,51431.71,51447.01,15806.0
2026-04-01 15:15:00,51447.01,51466.77,51444.71,51462.99,15806.0
2026-04-01 15:20:00,51462.99,51465.05,51445.27,51448.65,15806.0
2026-04-01 15:25:00,51448.65,51454.87,51443.95,51448.65,15806.0
2026-04-02 09:15:00,50625.65,50626.36,50614.23,50616.9,18967.0
2026-04-02 09:20:00,50616.9,50643.68,50613.7,50634.74,18967.0
2026-04-02 09:25:00,50634.74,50639.52,50626.59,50632.42,18967.0
2026-04-02 09:30:00,50632.42,50664.67,50617.14,50655.16,18967.0
2026-04-02 09:35:00,50655.16,50675.28,50653.21,50667.32,18967.0
2026-04-02 09:40:00,50667.32,50674.36,50646.68,50651.75,18967.0
2026-04-02 09:45:00,50651.75,50680.0,50640.83,50672.42,18967.0
2026-04-02 09:50:00,50672.42,50688.13,50672.29,50675.23,18967.0
2026-04-02 09:55:00,50675.23,50709.42,50672.57,50704.12,18967.0
2026-04-02 10:00:00,50704.12,50724.33,50698.93,50717.14,18967.0
2026-04-02 10:05:00,50717.14,50743.82,50715.17,50737.16,18967.0
2026-04-02 10:10:00,50737.16,50747.62,50716.85,50733.03,18967.0
2026-04-02 10:15:00,50733.03,50740.74,50725.64,50735.71,18967.0
2026-04-02 10:20:00,50735.71,50742.75,50726.96,50740.89,18967.0
2026-04-02 10:25:00,50740.89,50769.63,50733.92,50769.58,18967.0
2026-04-02 10:30:00,50769.58,50814.27,50758.98,50812.59,18967.0
2026-04-02 10:35:00,50812.59,50821.67,50802.81,50810.98,18967.0
2026-04-02 10:40:00,50810.98,50847.14,50801.38,50843.06,18967.0
